1,AGO1-4,1
2,AGO2,1
3,ALKBH5,1
4,C17ORF85,1
5,C22ORF28,1
6,CAPRIN1,1
7,ELAVL1A,1
8,ELAVL1B,1
9,ELAVL1,1
10,EWSR1,1
11,FUS,1
12,hnRNPA1,1
13,hnRNPC,1
14,HuR,1
15,IGF2BP1-3,1
16,MOV10,1
17,PTBP1,1
18,PUM2,1
19,QKI,1
20,SRSF1,1
21,TAF15,1
22,TDP43,1
23,TIA1,1
24,TIAL1,1
25,ZC3H7B,1
